titulo,departamento,precio,ubicacion,m2,habitaciones,banios,descripcion_1,descripcion_2,c_interiores,c_exteriores,entorno
"Casa en venta Tarapoto, San Martin",4 casas en venta en Amazonas,"115,000","Tarapoto, San Martin",280m2,3 Habitaciones,2 Baños,"Vendo casa como terreno, se encuentra estratégicamente ubicado para ser construido y diseñado para vivienda por departamentos, negocio tipo hospedaje Booking ya  que su acceso lo permite por ser Tarapoto una de las ciudades de mayor acceso al turismo y comercio. ,  , LINDEROS: ,  , Frente: 7 ml , Fondo: 7 ml , Derecha: 40 ml , Izquierda: 40 ml ,  , Distribución: ,  , Amplia sala , Comedor  independiente , Cocina , 3 dormitorios , Cuarto de servicio , 2 Baños , Área de lavandería , ","Tendal amplio , Hermosa huerta con plantas ornamentales y árboles frutales , PRECIO LIGERAMENTE NEGOCIABLE ,  , VISITA PREVIA CITA","Amoblado: Sin amoblar,Agua","Año de construcción: 1,994,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Urbanización Santa Cecilia, Yanahuara, Perú",245 casas en venta en Arequipa Departamento,"390,000","Urbanización santa cecilia, yanahuara, perú",319.8m2,4 Habitaciones,3 Baños,"Venta de casa con alto potencial para desarrollo inmobiliario dado que cuenta con una excelente ubicación en la Urbanización Santa Cecilia con acceso a la Calle Chullo, con un área de 319.8 m2 y con Certificado de Parámetros RDA-1 (Residencial de Densidad Alta) para construir 7 pisos. , Linderos y medidas perimétricas, calle chullo, con 17.30 ml.; calle Nro. 5(Santa Cecilia), con 8.90 ml.; por el costado izquierdo, con 27 ml.; por el costado derech","o, con 20 ml. ,  , Se encuentra a lado del mercado Antiquilla, en buena zona donde se ubican los salones de belleza, barberías, centros comerciales y cerca de las avenidas principales como Emmel, Av. Ejército y Av. Quiñones.  ,  , La casa actualmente consta de: en el primer nivel con amplia sala, comedor, cocina cerrada con reposteros altos y bajos, alacena, escritorio y baño de visitas. En el patio se tiene dos construcciones, una de material noble (con 2 pequeños dormitorios y un baño ) y de drywall (dos dormitorios y un baño en común). En el segundo nivel tiene cuatro dormitorios y dos baños completos. ,  , Es una casa para remodelar o un excelente terreno para construir por estratégica ubicación.","Amoblado: Sin amoblar,Cuarto de Servicio","Año de construcción: 1,983,Estacionamientos,Jardín","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Tarapoto, San Martin",4 casas en venta en Amazonas,"95,000","Tarapoto, San Martin",100m2,,4 Baños,"Primer piso: , 1Dormitorio con baño , Cocina , Sala , 3 dormitorios , 1 baño para todos , Lavandería- Cisterna , Segundo piso:  , Cuarto con baño y balcón  , 3 dormitorios  , 1 baño para sala  , Sala  , Tercer piso  , Construido más del 80% , Agua las 24 horas ,  , Cisterna primer nivel 2,500 litros y tanque elevado 1,100 litros, incluye electro bomba de… HP ,  , UBICADO: a una cuadra de plaza vea",,Cuarto de Servicio,"Bodega,Oficina","Cerca de parques,Vista panorámica"
"Casa en venta Jr. Sevilla, Tarapoto, San Martín, Perú",4 casas en venta en Amazonas,"150,000","Jr. sevilla, tarapoto, san martín, perú",322m2,3 Habitaciones,2 Baños,"Vendo casa amplia Tarapoto, ubicado en el distrito de Morales, cerca de la Iglesia Adventista del Séptimo día, a unas cuadras del Condominio Zaragoza, cerca de centros comerciales como Plaza Vea y otros, por estar a unos minutos del colegio Innova Schools de Tarapoto, se encuentra estratégicamente ubicado para ser diseñado como negocio tipo Booking (hoteles), o ser utilizado para vivienda, además recordar que Tarapoto es una de las ciudades de ma","yor acceso al turismo y comercio. ,  , Distribución: ,  , Amplia sala , Comedor  independiente , Cocina amplia con muebles altos y bajos , 3 dormitorios , Cuarto de servicio , 2 Baños , Área de lavandería , Tendal amplio , Cuarto de deposito , Cochera para 2 autos ,  , Adicionales: ,  , Tanque cisterna y pozo de agua , Hermoso jardín a la entrada con plantas de la ciudad , Circuito cerrado de seguridad , Cuenta con frontis completamente cercado y puerta de acceso metálica para los autos , AT: 321.59 m2 ,  , VISITA PREVIA CITA","Amoblado: Sin amoblar,Cuarto de Servicio","Año de construcción: 2,019,Estacionamientos,Terraza,Cisterna,Jardín,BBQ,Seguridad privada","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Moyobamba Distrito, Moyobamba",4 casas en venta en Amazonas,"125,000","Moyobamba, San Martin",123m2,6 Habitaciones,4 Baños,"Venta hermosa casa en Moyobamba, se encuentra ubicada a 5 minutos de la Plaza de Armas, ubicándose en el centro de la ciudad. ,  , La casa cuenta con una hermosa vista externa, si usted es inversionista y desea un pronto retorno de su capital y ganancia puede ser ideal para alquilar por departamentos o roommate el cual le da alta rentabilidad ya que los tres pisos se manejan de manera independiente, el mismo que puede alquilar para médicos u otros pr","ofesionales destacados a la ciudad. ,  , * DISTRIBUCIÓN: ,   , 1er piso: , - Sala Comedor , - Amplio hall , - 2 baños , - 2 dormitorios , - Jardín interior ,  , 2do y 3er piso: , - Sala Comedor en cada piso , - Cocina amplia en cada piso , - Sala star en cada piso , - 2 dormitorios en cada piso , - 1 baño completo en cada piso , - Lavandería en cada piso , - Terraza en cada piso ,  , * Características adicionales: , - Tanque subterráneo , - Bomba de agua , - Entradas independientes , - Puertas de machimbrado cedro , - Cada inmueble servicios de luz independiente ,  , * Condiciones , - AT: 123.00 m2 , - AÑO CONSTRUCCIÓN: 2007 , - PRECIO: $ 125,000.00 , - SE VENDE CONTADO O CREDITO HIPOTECARIO ,  , VISITA PREVIA CITA","Amoblado: Sin amoblar,Agua","Año de construcción: 2,007,Estacionamientos,Jardín",
"Casa en venta Jr. Moyobamba, Tarapoto, Perú",4 casas en venta en Amazonas,"1,050,000","Jr. moyobamba, tarapoto, perú",700m2,15 Habitaciones,17 Baños,"Casa ubicada en  Jr Moyobamba cuadra 2. , A 1 cuadra de la plaza de armas. , Entorno comercial. , Cuenta con todos los servicios . ,  , Area : 700 m2 ,           (14x50 m2) ,  , Descripción : , 15 habitaciones cada uno con baño , 2 baños de visita  , Cocina  , Sala  , Pasadizo ,  , Precio: US$1'050,000 ( US$1500 X M2)",,,,
"Casa en venta La Banda De Shilcayo, San Martin",4 casas en venta en Amazonas,"120,000","La Banda De Shilcayo, San Martin",200m2,3 Habitaciones,2 Baños,"Casa condominio No. 9, consta de 3 habitaciones, 2 baños con closets, sala, comedor, cocina y 1 puesto de estacionamiento dentro del condominio.",,Armario empotrado,"Estacionamientos,Jardín",Cerca de parques
"Casa en venta Tarapoto, San Martin",4 casas en venta en Amazonas,"54,106","Tarapoto, San Martin",144.2m2,4 Habitaciones,2 Baños,"Casa - Terreno construida con material noble, consta de 4 dormitorios y dos baños, patio pequeño, cochera solo para motos y ubicada zona tranquila.",,,"Año de construcción: 2,013,Estacionamientos",Cerca de parques
"Casa en venta Bolognesi, Yurimaguas 16501, Perú",4 casas en venta en Amazonas,"137,000","Bolognesi, yurimaguas 16501, perú",330m2,7 Habitaciones,3 Baños,"¡GRAN OPORTUNIDAD! Se Vende Casa de 3 pisos - Yurimaguas, Loreto ,  , VALOR COMERCIAL $ 137,000 - ¡PRECIO NEGOCIABLE! ,  , DIRECCIÓN: Calle Francisco Bolognesi 230, Yurimaguas - Loreto ,  , - Área Construida: 330 m2  ,  , - Casa de tres pisos ubicada en una zona céntrica y comercial ,  , TODOS NUESTROS INMUEBLES SE ENTREGAN CON DOCUMENTACIÓN EN REGLA  ,  , => AGENDA UNA VISITA Y  APROVECHA EL PRECIO FINAL <=  ,  , Somos Grupo Ordesa, el asesor experto en inmuebles adjudicad","os de los principales bancos del país. Contamos con una extensa cartera de inmuebles por todo el Perú, al mejor precio.  ,  , TENEMOS EL INMUEBLE QUE NECESITAS. Solicita nuestros catálogos GRATIS.",,"Año de construcción: 2,003","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial"
"Casa en venta Tarapoto, San Martin",4 casas en venta en Amazonas,"250,000","Tarapoto, San Martin",230m2,10 Habitaciones,10 Baños,"Hospedaje Otorongo a la venta, ubicado en la laguna azul - en El Sauce, consta de 10 habitaciones amobladas, con baño, y a cuadra y media de la laguna azul, fácil acceso con ubicación pribilegiada.",,"Armario empotrado,Cuarto de Servicio","Año de construcción: 2,022","Cerca de parques,Vista panorámica"
"Casa en venta Gj8v+4mq Tarapoto, Perú",4 casas en venta en Amazonas,"236,000","Gj8v+4mq tarapoto, perú",319m2,3 Habitaciones,3 Baños,"¡Gran Oportunidad! Venta de casa de 2 pisos en Tarapoto, San Martín ,  , Valor Comercial: $ 236,000 => ¡PRECIO NEGOCIABLE! ,  , - Área Terreno: 319 m2  , - Área Construida: 365 m2  ,  , LINDEROS: , Frente: 8.65 m , Derecha: 29.85 m , Izquierda: 29.70 m , Fondo: 13 m ,  , DISTRIBUCIÓN: , Primer Piso: , - Sala  , - Comedor , - Cocina , - Baño , - Lavadero , - Patio - jardín. ,  , Segundo Piso: , - 3 habitaciones , - Baño , - Terraza amplia. ,  , SE VENDE CON DOCUMENTACIÓN EN REGLA  ,  , Somos Grupo Ordesa",", la mayor comercializadora de inmuebles adjudicados del Perú. Contamos con una amplia cartera de inmuebles por todo el país. No te pierdas ninguna oferta y solicita nuestros CATÁLOGOS sin costo.  ,  , TENEMOS EL INMUEBLE QUE NECESITAS. Solicita nuestros catálogos GRATIS.",,"Año de construcción: 2,008,Terraza",Cerca a avenidas principales
"Casa en venta Jr. Junín, C.p Sector San Martin, Tarapoto, San Martín, Perú",4 casas en venta en Amazonas,"81,158","Jr. junín, c.p sector san martin, tarapoto, san martín, perú",114m2,3 Habitaciones,3 Baños,"VENTA DE  CASA  EN MORALES-SAN MARTIN , ¡¡¡¡¡EXCELENTE OPORTUNIDAD DE INVERSION!!! , ¡¡¡¡¡¡¡EXCELENTE UBICACIÓN!!!!!! ,  ,  ,  ,  , Area terreno: 80.76 m2 , Area techada 1er piso: 52.39 m2  , Area techada 2do piso: 61.56 m2 ,  ,  , Ubicacion:    , En el Jr.  Junín  C-3, Sector Alto,  distrito de Morales , provincia y departamento de San Martín. ,  ,  , Descripciòn:  , Casa de dos pisos: , 1 er piso: patio interior, sala, comedor, cocina, baño de visitas, lavandería y escalera al segundo piso . , 2 do piso: hall, 3 dormitorios  con baño, 3 clósets, 1 baño común.  ,  , Precio de venta : S/300,000 ( negociable) ,  ,  , Asesora: , Shella Reategui Tuesta , PN5324MVCS , Cel ",,,,
"Casa en venta R738+p4r Juanjuí, Perú",4 casas en venta en Amazonas,"228,500","R738+p4r juanjuí, perú",663m2,7 Habitaciones,3 Baños,"Banco te da la oportunidad de tener tu CASA PROPIA ,  , Valor Comercial: $ 228,500 => ¡PRECIO NEGOCIABLE! ,  ,   , - Área Terreno: 640 m2  , - Área Construida: 663 m2  , - Linderos 16ml x 40ml  , - Zonificación RDB  , - Acceso directo por la carretera.  ,  , Distribución:  , +1er Nivel:  ,        * 2 locales comerciales ,        * 2 baños ,        * patio posterior  ,  , +2do Nivel:  ,        * sala-comedor ,        * 7 dormitorios ,        * 2 dormitorios con baño propio ,        * hall"," ,        * baño de uso común ,        * dos áreas de baño sin aparatos sanitarios ,  , +3er Nivel:  ,        * azotea ,        * 4 baños  ,  , *Como obras complementarias el inmueble cuenta con portones de estructura metálica en ingresos a locales comerciales* ,  , TODOS NUESTROS INMUEBLES SE ENTREGAN LIMPIOS Y CON DOCUMENTACIÓN EN REGLA ,  , => AGENDA UNA VISITA PARA ACCEDER A ESTE PRECIO PROMOCIONAL <= ,  , Somos Grupo Ordesa, el asesor experto en inmuebles adjudicados de los principales bancos del país. Contamos con una extensa cartera de inmuebles por todo el Perú, al mejor precio. ,  , TENEMOS EL INMUEBLE QUE NECESITAS. Solicita nuestros catálogos GRATIS.",Amoblado: Sin amoblar,"Año de construcción: 2,011",Cerca a avenidas principales
"Casa en venta Tarapoto, San Martin",4 casas en venta en Amazonas,"113,622","Tarapoto, San Martin",125m2,3 Habitaciones,4 Baños,"Casa a estrenar con acabados de lujo, ubicada en zona residencial, calles empistadas, fácil acceso y con ambientes muy frescos, cuenta con tres habitaciones, tres baños (uno para la visita), ventanas panorámicas, pasamanos, puertas en madera pulida, cochera y su azotea con excelente vista de sus alrrededores. ",,,"Año de construcción: 2,023,Estacionamientos","Cerca de parques,Vista panorámica"
"Casa en venta Av. Circunvalación, Tarapoto, Perú",4 casas en venta en Amazonas,"290,000","Av. circunvalación, tarapoto, perú",503.92m2,4 Habitaciones,5 Baños,"VENTA DE  CASA  EN TARAPOTO-SAN MARTIN , ¡¡¡¡¡EXCELENTE OPORTUNIDAD DE INVERSION!!! , ¡¡¡¡¡¡¡EXCELENTE UBICACIÓN!!!!!! ,  ,  ,  ,  , Area terreno:  503.92  m2 ,  , Ubicacion:    , Frente a la Avenida Circunvalación C-16,  Tarapoto , provincia y departamento de San Martín. ,  , Descripciòn:  , Casa de dos pisos: , 1 er piso: amplia cochera para 4 carros,  amplia terraza con baño, sala, comedor, cocina , patio interior, baño de visitas,  1 dormitorio con baño, al fondo terreno de casi 300 m2.    , 2 do piso: sala de estar , 1 dormitorios  con baño y balcón , 2 dormitorios   1 baño común.  , Casa super ventilada, iluminada y buenos acabados. , Casa ubicada en una vía de alto tránsito , cuenta en todo su entorno con buena infraestructura pistas asfaltadas y  todo los servicios. ,  , Precio de venta : US$290,000 ( negociable) ,  ,  , Asesora: , Shella Reategui Tuesta , PN5324MVCS , Cel ",,,,
"Casa en venta El Sauce Resort, Sauce, San Martín, Perú",4 casas en venta en Amazonas,"60,869","El sauce resort, sauce, san martín, perú",285m2,4 Habitaciones,4 Baños,"VENTA DE CASA RUSTICA EN  SAUCE –SAN MARTIN , !!!!!!!! EXCELENTE OPORTUNIDAD DE INVERSION !!! ,  , Invierte en un lugar de ensueño disfrutando de bellos paisajes naturales y una hermosa laguna. , Excelente clima y lejos de la ciudad. ,   , AREA T:  285 M2  , F:9.30 M2 , F: 30.5 M2 , AC: 145 M2 , AL: 140 M2 ,  , UBICACION:	 , Se encuentra ubicada a 2 cuadras de distancia a la laguna  y Jr Zaragoza por el nuevo puerto. , Cerca  a la  Laguna Azul  distrito de Sauce, provincia y departamento de San Martín. ,  , DESCRIPCION: , 4 dormitorios,  4 con  baños, cochera, lavandería, amplia área libre con algunos árboles frutales. ,  , PRECIO:   S/ 225,000  (Negociable) ,  , ASESORA: , Shella  Reategui Tuesta , PN5324MVCS , Cel ",,,,
"Casa en venta Avenida 13 De Julio, Cajamarca, 06001, Per",4 casas en venta en Amazonas,"750,000","Avenida 13 de julio, cajamarca, 06001, per","1,195m2",3 Habitaciones,3 Baños,"SE VENDE AMPLIA PROPIEDAD EN AV 13 JULIO - CAJAMARCA , ¡¡¡Atención Inversionistas!!! Amplia Propiedad de 1195m2 de área de terreno y 32m de Frontis a la Av. 13 de Julio.  , Ideal para desarrollos Inmobiliarios (Hotel, Restaurante, Bancos, Cooperativas, etc) , La propiedad cuenta con las siguientes características: , Área de Terreno: 1,195.00 m2 , Frontis: 32.66 m a la Av. 13 de julio , Área Construida: 568 m2 , PRECIO: 750,000 dólares , WHATSAPP ,/",,"Amoblado: Semi-amoblado,Balcón,Armario empotrado,Línea Blanca,Chimenea,Internet,Agua","Terraza,Jardín,BBQ","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Los Baños Del Inca, Cajamarca, Per",4 casas en venta en Amazonas,"120,000","Los baños del inca, cajamarca, per",650m2,4 Habitaciones,5 Baños,"¿Buscas una casa de campo en Cajamarca? Te presentamos una exclusiva propiedad en Cerrillo, con un terreno generoso de 650 m2 y una casa en construcción de 2 pisos y 360 m2 de área construida. Una gran oportunidad  para personalizar cada rincón con los acabados de tu elección. Vive la experiencia de diseñar tu propia casa de campo en una de las zonas más prestigiosas de Cajamarca, rodeada de naturaleza y tranquilidad. ,  ,   ,  , Ubicación: Cerrillo – Ba","ños del Inca ,  , Precio: USD.120,000  dólares ,  , Datos de la Propiedad ,  , Área Terreno: 650.00 m2 , Área Construida: 360.00 m2 , Cuenta con los siguientes ambientes: ,  , Distribución ,  , Primer Piso ,  , Sala con chimenea , Comedor amplio y muy bien iluminado , Cocina concepto clásico , Baño de visita , Cochera 02 vehículo , Estudio , lavandería , Gradas al 2do piso enchapadas en madera , Segundo Piso ,  , 01 Habitación principal con walking closet c/baño completo , 03 habitaciones con baño completo , Sala de Estar","Balcón,Agua","Año de construcción: 2,023,Estacionamientos,Jardín","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Cajamarca, Per",4 casas en venta en Amazonas,"178,549","Cajamarca, per",450m2,3 Habitaciones,4 Baños,"SE VENDE CASA URB MARTIRES DEL MAGISTERIO – CAJAMARCA ,  ,   ,  , ¡Descubre tu nuevo hogar en la urbanización Mártires del Magisterio, en la encantadora ciudad de Cajamarca! Te presentamos una majestuosa casa de tres pisos, decorada meticulosamente para brindarte comodidad, espacio y estilo. ,  ,   ,  , Entra y siente la bienvenida de una sala-majestuosa, con espacio suficiente para compartir momentos memorables en familia o con amigos. Imagina las risas, las co","nversaciones, los momentos de amor y alegría que se vivirán entre estos muros. Aquí, cada rincón es un espacio para crear recuerdos. ,  ,   ,  , Descubre tus dotes culinarios en la cocina espaciosa y moderna, equipada con reposteros altos y bajos, ofreciéndote el equilibrio perfecto entre funcionalidad y diseño. La felicidad está en los detalles y aquí, cada detalle cuenta. ,  ,   ,  , Avanza hacia la intimidad de las tres habitaciones, todas ellas amplias y luminosas. Tendrás el espacio para crear tu refugio personal, un lugar donde encontrar la tranquilidad después de un día largo y ajetreado. Y con cuatro baños en total, nunca más tendrás que preocuparte por las mañanas apresuradas. ,  ,   ,  , Pero eso no es todo. ¿Qué tal terminar el día con una copa en la mano en tu propio bar privado? Un espacio exclusivo que se destruirá en el corazón de tus reuniones sociales y el perfecto lugar de descanso después de una larga semana. ,  ,   ,  , Además, nunca más tendrás que preocuparte por el estacionamiento. Con una cochera privada para un vehículo, tu coche siempre tendrá un lugar seguro y protegido. ,  ,   ,  , En la urbanización Mártires del Magisterio, no solo comprarás una casa, sino un estilo de vida. Aquí, la tranquilidad de la vida en una ciudad pequeña se combina con la comodidad y el lujo de una casa moderna. ,  ,   ,  , Ven y descubre el encanto de esta casa, una joya escondida en el corazón de Cajamarca. Te recomendamos a abrir la puerta de tu nuevo hogar, donde cada día será una nueva aventura. No esperes más, este es el hogar de tus sueños.","Amoblado: Semi-amoblado,Balcón,Armario empotrado,Internet,Agua","Estacionamientos,Caseta de vigilancia","Cerca a avenidas principales,Cerca de parques,Cerca a Centro Comercial"
